基金碼,年月日,基金統編,公會基金類型,幣別,淨值(元),淨值變動率%-週
T0890C 保德信中國好平B$,2019/04/12,42330171C,跨國平衡-中國,USD,10.0315,-0.379356
T0890D 保德信中國好平BC,2019/04/12,42330171D,跨國平衡-中國,CNY,9.9812,-0.418035
T1114Y 摩根平衡,2019/04/12,18036846,平衡--價值股票型,TWD,27.86,0.179791
T1117Y 摩根全球平衡,2019/04/12,99181637,跨國平衡-全球型,TWD,15.8562,0.781145
T1120A 摩根亞高息平衡 A,2019/04/12,21704027A,跨國平衡-亞洲,TWD,14.3349,-0.088517
T1120B 摩根亞高息平衡 B,2019/04/12,21704027B,跨國平衡-亞洲,TWD,10.8737,-0.088208
T1148A 摩根新興雙利A,2019/04/12,42299565A,跨國平衡-新興市,TWD,10.379,0.844337
T1148B 摩根新興雙利B,2019/04/12,42299565B,跨國平衡-新興市,TWD,8.8067,0.84508
T1148C 摩根新興雙利B$,2019/04/12,42299565C,跨國平衡-新興市,USD,9.0045,0.683185
T1148D 摩根新興雙利BC,2019/04/12,42299565D,跨國平衡-新興市,CNY,9.5086,0.650992
T1150A 摩根中國雙息平A,2019/04/12,42319892A,跨國平衡-中國,TWD,13.6638,-0.408895
T1150B 摩根中國雙息平B,2019/04/12,42319892B,跨國平衡-中國,TWD,11.8498,-0.410132
T1150C 摩根中國雙息平AC,2019/04/12,42319892C,跨國平衡-中國,CNY,15.5308,-0.639762
T1150D 摩根中國雙息平BC,2019/04/12,42319892D,跨國平衡-中國,CNY,12.9386,-0.639691
T1150E 摩根中國雙息平B$,2019/04/12,42319892E,跨國平衡-中國,USD,10.0833,-0.539554
T1207Y 華南永昌龍盈平衡,2019/04/12,18477625,平衡--價值股票型,TWD,24.9481,-1.246878
T1239A 華南多重息平衡 A,2019/04/12,38618790A,跨國平衡-全球型,TWD,13.07,0.461184
T1239B 華南多重息平衡 B,2019/04/12,38618790B,跨國平衡-全球型,TWD,10.54,0.407727
T1239C 華南多重息平衡A$,2019/04/12,38618790C,跨國平衡-全球型,USD,13.16,0.228486
T1239D 華南多重息平衡B$,2019/04/12,38618790D,跨國平衡-全球型,USD,10.55,0.226071
T1433A 新光美豐收平衡A,2019/04/12,42384458A,跨國平衡-全球型,TWD,10.45,0.674373
T1433B 新光美豐收平衡B,2019/04/12,42384458B,跨國平衡-全球型,TWD,9.54,0.632911
T1433C 新光美豐收平衡A$,2019/04/12,42384458C,跨國平衡-全球型,USD,11.03,0.546946
T1433D 新光美豐收平衡B$,2019/04/12,42384458D,跨國平衡-全球型,USD,10.09,0.498008
T1437A 新光全平衡A,2019/04/12,42549326A,跨國平衡-全球型,TWD,9.66,-3.400001
T1437B 新光全平衡B,2019/04/12,42549326B,跨國平衡-全球型,TWD,9.48,-3.853955
T1437C 新光全平衡A$,2019/04/12,42549326C,跨國平衡-全球型,USD,10.38,-2.808989
T1437D 新光全平衡AC,2019/04/12,42549326D,跨國平衡-全球型,CNY,8.8,-2.654867
T1604Y 群益亞太新趨勢平,2019/04/12,48787295,跨國平衡-亞洲,TWD,16.88,-0.059206
T1616Y 群益真善美,2019/04/12,17147605,平衡--一般股票型,TWD,15.9667,-0.766931
T1617Y 群益平衡王,2019/04/12,18037845,平衡--價值股票型,TWD,20.0042,-0.247334
T1618Y 群益安家,2019/04/12,29243337,平衡--一般股票型,TWD,25.2275,0.005946
T1656A 群益中國金采A,2019/04/12,42301416A,跨國平衡-中國,TWD,9.0811,-0.71177
T1656B 群益中國金采B,2019/04/12,42301416B,跨國平衡-中國,TWD,7.7897,-0.712501
T1656C 群益中國金采A$,2019/04/12,42301416C,跨國平衡-中國,USD,9.67,-0.915024
T1656D 群益中國金采B$,2019/04/12,42301416D,跨國平衡-中國,USD,8.294,-0.915107
T1656E 群益中國金采AC,2019/04/12,42301416E,跨國平衡-中國,CNY,10.1828,-0.693396
T1656F 群益中國金采BC,2019/04/12,42301416F,跨國平衡-中國,CNY,8.7346,-0.693529
T1659A 群益金選平衡A,2019/04/12,42440058A,跨國平衡-全球型,TWD,10.2525,0.801298
T1659B 群益金選平衡B,2019/04/12,42440058B,跨國平衡-全球型,TWD,8.5654,0.800244
T1659C 群益金選平衡A$,2019/04/12,42440058C,跨國平衡-全球型,USD,10.8458,0.66642
T1659D 群益金選平衡B$,2019/04/12,42440058D,跨國平衡-全球型,USD,9.0632,0.667548
T1659E 群益金選平衡AC,2019/04/12,42440058E,跨國平衡-全球型,CNY,11.4577,0.718179
T1659F 群益金選平衡BC,2019/04/12,42440058F,跨國平衡-全球型,CNY,9.5712,0.717668
T2121A 柏瑞中國平衡A,2019/04/12,38651312A,跨國平衡-中國,TWD,10.9449,-0.399498
T2121B 柏瑞中國平衡B,2019/04/12,38651312B,跨國平衡-中國,TWD,9.5129,-0.399953
T2121C 柏瑞中國平衡A$,2019/04/12,38651312C,跨國平衡-中國,USD,11.2113,-0.5535
T2121D 柏瑞中國平衡B$,2019/04/12,38651312D,跨國平衡-中國,USD,9.754,-0.553612
T2121E 柏瑞中國平衡AC,2019/04/12,38651312E,跨國平衡-中國,CNY,12.0339,-0.555322
T2121F 柏瑞中國平衡BC,2019/04/12,38651312F,跨國平衡-中國,CNY,9.9049,-0.554211
T2121G 柏瑞中國平衡N,2019/04/12,38651312G,跨國平衡-中國,TWD,10.9175,-0.398679
T2121H 柏瑞中國平衡NC,2019/04/12,38651312H,跨國平衡-中國,CNY,11.4622,-0.555256
T2121L 柏瑞中國平衡N$,2019/04/12,38651312K,跨國平衡-中國,USD,11.4269,-0.5535
T2206Y 復華傳家,2019/04/12,17138818,平衡--一般股票型,TWD,21.7697,1.618353
T2209Y 復華傳家二號,2019/04/12,18035945,平衡--一般股票型,TWD,30.1444,0.392986
T2212Y 復華人生目標,2019/04/12,15742001,平衡--一般股票型,TWD,38.4339,0.347775
T2213A 復華全球平衡 USD,2019/04/12,99034755B,跨國平衡-全球型,USD,9.22,-0.431965
T2213Y 復華全球平衡,2019/04/12,99034755A,跨國平衡-全球型,TWD,19.64,-0.203252
T2214Y 復華神盾,2019/04/12,99607599,平衡--一般股票型,TWD,25.5149,1.091147
T2217Y 復華亞太平衡,2019/04/12,48733658,跨國平衡-亞洲,TWD,11.49,-0.260418
T2291A 復華中新經濟平衡,2019/04/12,42303499A,跨國平衡-中國,TWD,10.39,-0.096155
T2291B 復華中新經濟平AC,2019/04/12,42303499B,跨國平衡-中國,CNY,11.67,-0.25641
T2291C 復華中新經濟平BC,2019/04/12,42303499C,跨國平衡-中國,CNY,10.54,-0.189394
T2507Y 永豐趨勢平衡,2019/04/12,14706582,平衡--一般股票型,TWD,41.98,-1.177025
T2624A 中信入息平衡A,2019/04/12,38530388A,跨國平衡-全球型,TWD,10.9349,0.278783
T2624B 中信入息平衡B,2019/04/12,38530388B,跨國平衡-全球型,TWD,9.3563,0.277588
T2630A 中信亞太多元息A,2019/04/12,42329152A,跨國平衡-亞洲,TWD,11.3506,-0.281131
T2630B 中信亞太多元息B,2019/04/12,42329152B,跨國平衡-亞洲,TWD,10.0086,-0.280966
T2639A 中信樂齡收益平A,2019/04/12,42443702A,跨國平衡-全球型,TWD,10.99,-1.257861
T2639B 中信樂齡收益平B,2019/04/12,42443702B,跨國平衡-全球型,TWD,10.5,-1.315789
T2639C 中信樂齡收益平A$,2019/04/12,42443702C,跨國平衡-全球型,USD,11.13,-1.417184
T2639D 中信樂齡收益平B$,2019/04/12,42443702D,跨國平衡-全球型,USD,10.69,-1.474654
T3204Y 野村平衡,2019/04/12,17602250,平衡--一般股票型,TWD,19.4,0.518135
T3221Y 野村鴻利,2019/04/12,00971103,平衡--一般股票型,TWD,23.25,0.04303
T3295A 野村多元收益平A,2019/04/12,42391084A,跨國平衡-全球型,TWD,10.2317,0.817839
T3295B 野村多元收益平B,2019/04/12,42391084B,跨國平衡-全球型,TWD,8.3363,0.818888
T3295C 野村多元收益平A$,2019/04/12,42391084C,跨國平衡-全球型,USD,10.6828,0.743116
T3295D 野村多元收益平B$,2019/04/12,42391084D,跨國平衡-全球型,USD,8.7783,0.741766
T3295E 野村多元收益平AC,2019/04/12,42391084E,跨國平衡-全球型,CNY,11.2256,0.767497
T3295F 野村多元收益平BC,2019/04/12,42391084F,跨國平衡-全球型,CNY,8.9899,0.766901
T3308Y 聯邦金鑽平衡,2019/04/12,98669575,平衡--一般股票型,TWD,23.3621,0.255766
T3328A 聯邦太平洋平衡A,2019/04/12,38546327A,跨國平衡-亞洲,TWD,12.3712,1.117331
T3328B 聯邦太平洋平衡B,2019/04/12,38546327B,跨國平衡-亞洲,TWD,11.8038,1.117069
T3328C 聯邦太平洋平衡AC,2019/04/12,38546327C,跨國平衡-亞洲,CNY,13.0044,1.02859
T3341A 聯邦全視界平衡A,2019/04/12,42449712A,跨國平衡-全球型,TWD,10.2957,0.626492
T3341B 聯邦全視界平衡B,2019/04/12,42449712B,跨國平衡-全球型,TWD,9.5842,0.626804
T3341C 聯邦全視界平衡AC,2019/04/12,42449712C,跨國平衡-全球型,CNY,11.3802,0.462579
T3341D 聯邦全視界平衡BC,2019/04/12,42449712D,跨國平衡-全球型,CNY,10.6084,0.458334
T3341E 聯邦全視界平衡A$,2019/04/12,42449712E,跨國平衡-全球型,USD,11.1188,0.44809
T3341F 聯邦全視界平衡B$,2019/04/12,42449712F,跨國平衡-全球型,USD,10.3475,0.448487
T3743A 國泰全多重平衡 A,2019/04/12,38582842A,跨國平衡-全球型,TWD,11.06,0.912408
T3743B 國泰全多重平衡 B,2019/04/12,38582842B,跨國平衡-全球型,TWD,9.7,0.936524
T3743C 國泰全多重平衡A$,2019/04/12,38582842C,跨國平衡-全球型,USD,0.4164,0.847664
T3743D 國泰全多重平衡B$,2019/04/12,38582842D,跨國平衡-全球型,USD,0.3708,0.815661
T3743E 國泰全多重平衡I$,2019/04/12,38582842E,跨國平衡-全球型,USD,0.4437,0.840909
T3743F 國泰全多重平衡AA,2019/04/12,38582842F,跨國平衡-全球型,AUD,0.525,0.019051
T3769A 國泰亞太息平衡A,2019/04/12,42331684A,跨國平衡-亞洲,TWD,11.3316,0.429846
T3769B 國泰亞太息平衡B,2019/04/12,42331684B,跨國平衡-亞洲,TWD,9.8567,0.428952
T3769C 國泰亞太息平衡A$,2019/04/12,42331684C,跨國平衡-亞洲,USD,0.3679,0.245232
T3769D 國泰亞太息平衡B$,2019/04/12,42331684D,跨國平衡-亞洲,USD,0.32,0.250626
T3769E 國泰亞太息平衡AC,2019/04/12,42331684E,跨國平衡-亞洲,CNY,2.4599,0.179189
T3769F 國泰亞太息平衡AA,2019/04/12,42331684F,跨國平衡-亞洲,AUD,0.5123,-0.543584
T4126A 凱基全高效平衡A,2019/04/12,42453588A,跨國平衡-全球型,TWD,10.41,0.57971
T4126B 凱基全高效平衡B,2019/04/12,42453588B,跨國平衡-全球型,TWD,9.65,0.520833
T4126C 凱基全高效平衡A$,2019/04/12,42453588C,跨國平衡-全球型,USD,10.6686,0.348963
T4332Y 華頓中國機會平衡,2019/04/12,38634406,跨國平衡-中國,TWD,11.815,-1.364122
T4519A 富蘭亞太平衡A,2019/04/12,42407614A,跨國平衡-亞洲,TWD,10.15,0.395647
T4519B 富蘭亞太平衡B,2019/04/12,42407614B,跨國平衡-亞洲,TWD,9.2,0.327154
T4519C 富蘭亞太平衡A$,2019/04/12,42407614C,跨國平衡-亞洲,USD,10.51,0.286261
T4519D 富蘭亞太平衡B$,2019/04/12,42407614D,跨國平衡-亞洲,USD,9.5,0.316789
T4519E 富蘭亞太平衡BC,2019/04/12,42407614E,跨國平衡-亞洲,CNY,9.52,0.316122
T4703Y 台新高股息平衡,2019/04/12,21719942,平衡--一般股票型,TWD,31.1802,1.042172
T0105Y 兆豐國際萬全,2019/04/03,00971976,平衡--一般股票型,TWD,21.03,1.938924
T0121A 兆豐大中華平衡,2019/04/03,42334401A,跨國平衡-亞洲,TWD,10.01,3.40909
T0121B 兆豐大中華平衡 $,2019/04/03,42334401B,跨國平衡-亞洲,USD,10.76,3.561116
T0121C 兆豐大中華平衡 C,2019/04/03,42334401C,跨國平衡-亞洲,CNY,11.2,3.321033
T0320Y 第一金中概平衡,2019/04/03,99353151,平衡--一般股票型,TWD,26.22,1.19645
T0343A 第一金全球多息 A,2019/04/03,38539992A,跨國平衡-全球型,TWD,10.2494,0.363287
T0343B 第一金全球多息 B,2019/04/03,38539992B,跨國平衡-全球型,TWD,8.4432,0.36235
T0405Y 匯豐安富,2019/04/03,00971080,平衡--一般股票型,TWD,25.64,0.984639
T0458A 匯豐中多息平Aa,2019/04/03,38647535A,跨國平衡-中國,TWD,11.1343,2.618384
T0458B 匯豐中多息平Bd,2019/04/03,38647535B,跨國平衡-中國,TWD,9.8625,2.620817
T0458C 匯豐中多息平AaC,2019/04/03,38647535C,跨國平衡-中國,CNY,12.1994,2.35598
T0458D 匯豐中多息平BdC,2019/04/03,38647535D,跨國平衡-中國,CNY,10.8372,2.30024
T0458E 匯豐中多息平Aa$,2019/04/03,38647535E,跨國平衡-中國,USD,11.3714,2.748662
T0458F 匯豐中多息平Bd$,2019/04/03,38647535F,跨國平衡-中國,USD,10.108,2.778953
T0479A 匯亞exJP多息平 A,2019/04/03,42443317A,跨國平衡-亞洲,TWD,10.75,0.938968
T0479B 匯亞exJP多息Bd,2019/04/03,42443317B,跨國平衡-亞洲,TWD,10.2,1.044672
T0479C 匯亞exJP多息BdC,2019/04/03,42443317C,跨國平衡-亞洲,CNY,11.23,1.343913
T0479D 匯亞exJP多息平A$,2019/04/03,42443317D,跨國平衡-亞洲,USD,11.5,1.14336
T0479E 匯亞exJP多息Bd$,2019/04/03,42443317E,跨國平衡-亞洲,USD,10.89,1.093884
T0479F 匯亞exJP多息BdA,2019/04/03,42443317F,跨國平衡-亞洲,AUD,10.83,1.192163
T0591A 元大中平衡 CNY,2019/04/03,31830473B,跨國平衡-中國,CNY,3.13,2.62295
T0591Y 元大中平衡 NTD,2019/04/03,31830473A,跨國平衡-中國,TWD,14.3,2.582497
T05A2A 元大新東協平衡,2019/04/03,42403764A,跨國平衡-亞洲,TWD,9.24,1.204819
T05A2B 元大新東協平衡 $,2019/04/03,42403764B,跨國平衡-亞洲,USD,9.487,1.324363
T05A3A 元大大中華豐平,2019/04/03,42451239A,跨國平衡-亞洲,TWD,11.008,4.390706
T05A3B 元大大中華豐平 C,2019/04/03,42451239B,跨國平衡-亞洲,CNY,11.178,4.155796
T0717Y 瀚亞理財通,2019/04/03,18036769,平衡--一般股票型,TWD,26.56,0.529902
T0747A 瀚亞亞太豐平衡 A,2019/04/03,38621330A,跨國平衡-亞洲,TWD,11.1552,1.207574
T0747B 瀚亞亞太豐平衡 B,2019/04/03,38621330B,跨國平衡-亞洲,TWD,9.0168,1.206605
T0747C 瀚亞亞太豐平衡A$,2019/04/03,38621330C,跨國平衡-亞洲,USD,11.4245,1.314261
T0747D 瀚亞亞太豐平衡B$,2019/04/03,38621330D,跨國平衡-亞洲,USD,9.2457,1.314967
T0747E 瀚亞亞太豐平衡AA,2019/04/03,38621330E,跨國平衡-亞洲,AUD,12.6258,1.159353
T0747F 瀚亞亞太豐平衡BA,2019/04/03,38621330F,跨國平衡-亞洲,AUD,9.4922,1.158417
T0747G 瀚亞亞太豐平衡AZ,2019/04/03,38621330G,跨國平衡-亞洲,ZAR,14.3635,0.517159
T0747H 瀚亞亞太豐平衡BZ,2019/04/03,38621330H,跨國平衡-亞洲,ZAR,10.1171,1.20946
T0747J 瀚亞亞太豐平衡AC,2019/04/03,38621330I,跨國平衡-亞洲,CNY,12.2804,1.198187
T0747K 瀚亞亞太豐平衡BC,2019/04/03,38621330J,跨國平衡-亞洲,CNY,9.144,1.201939
T0754A 瀚亞印策收平衡A,2019/04/03,42481830A,跨國平衡-單一國,TWD,9.85,0.715747
T0754B 瀚亞印策收平衡B,2019/04/03,42481830B,跨國平衡-單一國,TWD,8.92,0.790961
T0754C 瀚亞印策收平衡B$,2019/04/03,42481830C,跨國平衡-單一國,USD,8.76,0.921659
T0754D 瀚亞印策收平衡BC,2019/04/03,42481830D,跨國平衡-單一國,CNY,8.85,0.682594
T0754E 瀚亞印策收平衡S,2019/04/03,42481830E,跨國平衡-單一國,TWD,8.93,0.790069
T0754F 瀚亞印策收平衡S$,2019/04/03,42481830F,跨國平衡-單一國,USD,8.8,0.917432
T0754G 瀚亞印策收平衡SC,2019/04/03,42481830G,跨國平衡-單一國,CNY,8.8,0.686498
T0814Y 保德信金平衡,2019/04/03,18044064,平衡--價值股票型,TWD,29.99,0.806723
T0890A 保德信中國好平A,2019/04/03,42330171A,跨國平衡-中國,TWD,11.1361,3.166486
T0890B 保德信中國好平B,2019/04/03,42330171B,跨國平衡-中國,TWD,10.1367,3.166219
T0890C 保德信中國好平B$,2019/04/03,42330171C,跨國平衡-中國,USD,10.0697,3.141452
T0890D 保德信中國好平BC,2019/04/03,42330171D,跨國平衡-中國,CNY,10.0231,3.167137
T1114Y 摩根平衡,2019/04/03,18036846,平衡--價值股票型,TWD,27.81,0.578662
T1117Y 摩根全球平衡,2019/04/03,99181637,跨國平衡-全球型,TWD,15.7333,1.065039
T1120A 摩根亞高息平衡 A,2019/04/03,21704027A,跨國平衡-亞洲,TWD,14.3476,2.038263
T1120B 摩根亞高息平衡 B,2019/04/03,21704027B,跨國平衡-亞洲,TWD,10.9933,2.038297
T1148A 摩根新興雙利A,2019/04/03,42299565A,跨國平衡-新興市,TWD,10.2921,1.882813
T1148B 摩根新興雙利B,2019/04/03,42299565B,跨國平衡-新興市,TWD,8.7629,1.881155
T1148C 摩根新興雙利B$,2019/04/03,42299565C,跨國平衡-新興市,USD,8.9734,1.999432
T1148D 摩根新興雙利BC,2019/04/03,42299565D,跨國平衡-新興市,CNY,9.4791,1.948827
T1150A 摩根中國雙息平A,2019/04/03,42319892A,跨國平衡-中國,TWD,13.7199,4.503907
T1150B 摩根中國雙息平B,2019/04/03,42319892B,跨國平衡-中國,TWD,11.9386,4.503637
T1150C 摩根中國雙息平AC,2019/04/03,42319892C,跨國平衡-中國,CNY,15.6308,4.382783
T1150D 摩根中國雙息平BC,2019/04/03,42319892D,跨國平衡-中國,CNY,13.0659,4.382735
T1150E 摩根中國雙息平B$,2019/04/03,42319892E,跨國平衡-中國,USD,10.172,4.612537
T1207Y 華南永昌龍盈平衡,2019/04/03,18477625,平衡--價值股票型,TWD,25.2631,1.678332
T1239A 華南多重息平衡 A,2019/04/03,38618790A,跨國平衡-全球型,TWD,13.01,1.402961
T1239B 華南多重息平衡 B,2019/04/03,38618790B,跨國平衡-全球型,TWD,10.55,1.442307
T1239C 華南多重息平衡A$,2019/04/03,38618790C,跨國平衡-全球型,USD,13.13,1.625386
T1239D 華南多重息平衡B$,2019/04/03,38618790D,跨國平衡-全球型,USD,10.58,1.535509
T1433A 新光美豐收平衡A,2019/04/03,42384458A,跨國平衡-全球型,TWD,10.38,-0.000001
T1433B 新光美豐收平衡B,2019/04/03,42384458B,跨國平衡-全球型,TWD,9.48,0.062975
T1433C 新光美豐收平衡A$,2019/04/03,42384458C,跨國平衡-全球型,USD,10.97,0.182648
T1433D 新光美豐收平衡B$,2019/04/03,42384458D,跨國平衡-全球型,USD,10.04,0.179069
T1437A 新光全平衡A,2019/04/03,42549326A,跨國平衡-全球型,TWD,10,2.145047
T1437B 新光全平衡B,2019/04/03,42549326B,跨國平衡-全球型,TWD,9.86,2.660178
T1437C 新光全平衡A$,2019/04/03,42549326C,跨國平衡-全球型,USD,10.68,1.520913
T1437D 新光全平衡AC,2019/04/03,42549326D,跨國平衡-全球型,CNY,9.04,1.345293
T1604Y 群益亞太新趨勢平,2019/04/03,48787295,跨國平衡-亞洲,TWD,16.89,3.239611
T1616Y 群益真善美,2019/04/03,17147605,平衡--一般股票型,TWD,16.0901,0.760237
T1617Y 群益平衡王,2019/04/03,18037845,平衡--價值股票型,TWD,20.0538,1.628278
T1618Y 群益安家,2019/04/03,29243337,平衡--一般股票型,TWD,25.226,1.485307
T1656A 群益中國金采A,2019/04/03,42301416A,跨國平衡-中國,TWD,9.1462,2.231015
T1656B 群益中國金采B,2019/04/03,42301416B,跨國平衡-中國,TWD,7.8456,2.231833
T1656C 群益中國金采A$,2019/04/03,42301416C,跨國平衡-中國,USD,9.7593,2.360975
T1656D 群益中國金采B$,2019/04/03,42301416D,跨國平衡-中國,USD,8.3706,2.362553
T1656E 群益中國金采AC,2019/04/03,42301416E,跨國平衡-中國,CNY,10.2539,2.054242
T1656F 群益中國金采BC,2019/04/03,42301416F,跨國平衡-中國,CNY,8.7956,2.053931
T1659A 群益金選平衡A,2019/04/03,42440058A,跨國平衡-全球型,TWD,10.171,1.075248
T1659B 群益金選平衡B,2019/04/03,42440058B,跨國平衡-全球型,TWD,8.4974,1.077153
T1659C 群益金選平衡A$,2019/04/03,42440058C,跨國平衡-全球型,USD,10.774,1.187121
T1659D 群益金選平衡B$,2019/04/03,42440058D,跨國平衡-全球型,USD,9.0031,1.187483
T1659E 群益金選平衡AC,2019/04/03,42440058E,跨國平衡-全球型,CNY,11.376,1.129887
T1659F 群益金選平衡BC,2019/04/03,42440058F,跨國平衡-全球型,CNY,9.503,1.130671
T2121A 柏瑞中國平衡A,2019/04/03,38651312A,跨國平衡-中國,TWD,10.9888,2.170072
T2121B 柏瑞中國平衡B,2019/04/03,38651312B,跨國平衡-中國,TWD,9.5511,2.170689
T2121C 柏瑞中國平衡A$,2019/04/03,38651312C,跨國平衡-中國,USD,11.2737,2.287327
T2121D 柏瑞中國平衡B$,2019/04/03,38651312D,跨國平衡-中國,USD,9.8083,2.288035
T2121E 柏瑞中國平衡AC,2019/04/03,38651312E,跨國平衡-中國,CNY,12.1011,2.289038
T2121F 柏瑞中國平衡BC,2019/04/03,38651312F,跨國平衡-中國,CNY,9.9601,2.287904
T2121G 柏瑞中國平衡N,2019/04/03,38651312G,跨國平衡-中國,TWD,10.9612,2.170068
T2121H 柏瑞中國平衡NC,2019/04/03,38651312H,跨國平衡-中國,CNY,11.5262,2.288547
T2121L 柏瑞中國平衡N$,2019/04/03,38651312K,跨國平衡-中國,USD,11.4905,2.287685
T2206Y 復華傳家,2019/04/03,17138818,平衡--一般股票型,TWD,21.423,1.550057
T2209Y 復華傳家二號,2019/04/03,18035945,平衡--一般股票型,TWD,30.0264,0.712754
T2212Y 復華人生目標,2019/04/03,15742001,平衡--一般股票型,TWD,38.3007,0.987976
T2213A 復華全球平衡 USD,2019/04/03,99034755B,跨國平衡-全球型,USD,9.26,1.091703
T2213Y 復華全球平衡,2019/04/03,99034755A,跨國平衡-全球型,TWD,19.68,0.923076
T2214Y 復華神盾,2019/04/03,99607599,平衡--一般股票型,TWD,25.2395,1.382998
T2217Y 復華亞太平衡,2019/04/03,48733658,跨國平衡-亞洲,TWD,11.52,0.875657
T2291A 復華中新經濟平衡,2019/04/03,42303499A,跨國平衡-中國,TWD,10.4,3.379723
T2291B 復華中新經濟平AC,2019/04/03,42303499B,跨國平衡-中國,CNY,11.7,3.083701
T2291C 復華中新經濟平BC,2019/04/03,42303499C,跨國平衡-中國,CNY,10.58,3.018501
T2507Y 永豐趨勢平衡,2019/04/03,14706582,平衡--一般股票型,TWD,42.48,1.919386
T2624A 中信入息平衡A,2019/04/03,38530388A,跨國平衡-全球型,TWD,10.9045,0.919001
T2624B 中信入息平衡B,2019/04/03,38530388B,跨國平衡-全球型,TWD,9.3304,0.919376
T2630A 中信亞太多元息A,2019/04/03,42329152A,跨國平衡-亞洲,TWD,11.3826,0.620559
T2630B 中信亞太多元息B,2019/04/03,42329152B,跨國平衡-亞洲,TWD,10.0368,0.620559
T2639A 中信樂齡收益平A,2019/04/03,42443702A,跨國平衡-全球型,TWD,11.13,1.829826
T2639B 中信樂齡收益平B,2019/04/03,42443702B,跨國平衡-全球型,TWD,10.64,1.818181
T2639C 中信樂齡收益平A$,2019/04/03,42443702C,跨國平衡-全球型,USD,11.29,1.987353
T2639D 中信樂齡收益平B$,2019/04/03,42443702D,跨國平衡-全球型,USD,10.85,1.973685
T3204Y 野村平衡,2019/04/03,17602250,平衡--一般股票型,TWD,19.3,1.365546
T3221Y 野村鴻利,2019/04/03,00971103,平衡--一般股票型,TWD,23.24,1.706783
