Current,,,,,,,,,,,,,
,,,,,,,,,,,,,
基金碼,基金ISIN Code,基金統編,基金全稱,幣別,經理公司,目前狀態,成立日,清算/合併日,型態,類型,公會分類,投資標的,清算/合併說明
00706L 元大S&P日圓正2,TW00000706L0,42529996,元大標普金日傘型期貨信託基金之元大標普日圓ER單日正向 2倍指數股票型期貨信託基金,NTD,元大證券投資信託,Current,2017/08/23,,"國內募集,投資國內外",開放,,ETF,
00707R 元大S&P日圓反l,TW00000707R5,42529975,元大標普金日傘型期貨信託基金之元大標普日圓ER單日反向 1倍指數股票型期貨信託基金,NTD,元大證券投資信託,Current,2017/08/23,,"國內募集,投資國內外",開放,,ETF,
00708L 元大S&P黃金正2,TW00000708L6,42530001,元大標普金日傘型期貨信託基金之元大標普高盛黃金ER單日正向 2倍指數股票型期貨信託基金,NTD,元大證券投資信託,Current,2017/08/23,,"國內募集,投資國內外",開放,,ETF,
00709 富邦富時歐洲 ETF,TW0000070903,42529243,富邦富時歐洲 ETF證券投資信託基金,NTD,富邦證券投資信託,Current,2017/08/07,,"國內募集,投資國內外",開放,其他市場ETF,ETF,
00710B FH彭博高收益債,TW00000710B3,42529932,復華全球收益 ETF傘型證券投資信託基金之復華 1至 5年期高收益債券證券投資信託基金,NTD,復華證券投資信託,Current,2017/08/09,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00711B FH彭博新興債,TW00000711B1,42529953,復華全球收益 ETF傘型證券投資信託基金之復華新興市場10年期以上債券證券投資信託基金,NTD,復華證券投資信託,Current,2017/08/09,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00712 FH富時不動產,TW0000071208,42529948,復華全球收益 ETF傘型證券投資信託基金之復華富時不動產證券化證券投資信託基金,NTD,復華證券投資信託,Current,2017/08/09,,"國內募集,投資國內外",開放,不動產證券化,ETF,
00713 元大台高息低波,TW0000071307,42540916,元大台灣高股息低波動 ETF證券投資信託基金,NTD,元大證券投資信託,Current,2017/09/19,,"國內募集,投資國內",開放,國內指數-一般ETF,ETF,
00714 群益美國地產ETF,TW0000071406,42543131,群益道瓊美國地產 ETF證券投資信託基金,NTD,群益證券投資信託,Current,2017/10/20,,"國內募集,投資國內外",開放,跨國-產業指數,ETF,
00715L 華頓S&P布蘭特正2,TW00000715L1,42546947,華頓標普高盛布蘭特原油ER單日正向2倍指數股票型期貨信託基金,NTD,國票華頓證券投資信託,Current,2017/11/08,,"國內募集,投資國內外",開放,,ETF,
00716R 華頓S&P布蘭特反1,TW00000716R6,42546952,華頓標普高盛布蘭特原油ER單日反向1倍指數股票型期貨信託基金,NTD,國票華頓證券投資信託,Current,2017/11/08,,"國內募集,投資國內外",開放,,ETF,
00717 富邦美特別股 ETF,TW0000071703,42546448,富邦標普美國特別股 ETF證券投資信託基金,NTD,富邦證券投資信託,Current,2017/11/13,,"國內募集,投資國內外",開放,美國ETF,ETF,
00718B 富邦中國政策債,TW00000718B6,42550548,富邦中國政策金融債券 ETF證券投資信託基金,NTD,富邦證券投資信託,Current,2018/01/19,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00719B 元大美債1-3,TW00000719B4,42552659,元大多元債券 ETF傘型證券投資信託基金之元大美國政府1至3年期債券 ETF證券投資信託基金,NTD,元大證券投資信託,Current,2018/01/19,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00720B 元大投資級公司債,TW00000720B2,42552623,元大多元債券 ETF傘型證券投資信託基金之元大20年期以上 BBB級美元公司債券ETF證券投資信託基金,NTD,元大證券投資信託,Current,2018/01/19,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00721B 元大中國債3-5,TW00000721B0,42552638,元大多元債券 ETF傘型證券投資信託基金之元大中國國債及政策性金融債3至5年期債券 ETF證券投資信託基金,NTD,元大證券投資信託,Current,2018/01/19,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00722B 群益15年IG電信債,TW00000722B8,42553637,群益產業型投資等級公司債 ETF傘型證券投資信託基金－群益15年期以上電信業公司債 ETF證券投資信託基金,NTD,群益證券投資信託,Current,2017/12/08,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00723B 群益15年IG科技債,TW00000723B6,42553643,群益產業型投資等級公司債 ETF傘型證券投資信託基金－群益15年期以上科技業公司債 ETF證券投資信託基金,NTD,群益證券投資信託,Current,2017/12/08,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00724B 群益10年IG金融債,TW00000724B4,42553664,群益產業型投資等級公司債 ETF傘型證券投資信託基金－群益10年期以上金融債 ETF證券投資信託基金,NTD,群益證券投資信託,Current,2017/12/08,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00725B 國泰投資級公司債,TW00000725B1,72939309,國泰息收 ETF傘型證券投資信託基金之彭博巴克萊10年期(以上) BBB美元息收公司債券證券投資信託基金,NTD,國泰證券投資信託,Current,2018/01/29,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00726B 國泰5Y+新興債,TW00000726B9,72939321,國泰息收 ETF傘型證券投資信託基金彭博巴克萊新興市場5年期(以上)美元息收投資等級債券證券投資信託基金,NTD,國泰證券投資信託,Current,2018/01/29,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00727B 國泰1-5Y高收債,TW00000727B7,72939315,國泰息收 ETF傘型證券投資信託基金之彭博巴克萊優選 1-5年美元高收益債券證券投資信託基金,NTD,國泰證券投資信託,Current,2018/01/29,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00728 第一金工業30,TW0000072800,72949242,第一金臺灣工業菁英30 ETF傘型證券投資信託基金－第一金臺灣工業菁英30 ETF證券投資信託基金,NTD,第一金證券投資信託,Current,2018/04/10,,"國內募集,投資國內",開放,國內指數-一般ETF,ETF,
00729R 第一金工業30反1,TW00000729R9,72949221,第一金臺灣工業菁英30 ETF傘型證券投資信託基金－第一金臺灣工業菁英30單日反向一倍ETF證券投資信託基金,NTD,第一金證券投資信託,Current,2018/04/10,2019/07/04,"國內募集,投資國內",開放,國內指數-反向ETF,ETF,清算
00730 富邦臺灣優質高息,TW0000073006,72949931,富邦道瓊臺灣優質高息30 ETF證券投資信託基金,NTD,富邦證券投資信託,Current,2018/01/30,,"國內募集,投資國內",開放,國內指數-一般ETF,ETF,
00731 FH富時高息低波,TW0000073105,72957164,復華富時台灣高股息低波動證券投資信託基金,NTD,復華證券投資信託,Current,2018/04/12,,"國內募集,投資國內",開放,國內指數-一般ETF,ETF,
00732 國泰RMB短期報酬,TW0000073204,72958749,國泰優勢收益傘型證券投資信託基金之富時人民幣短期報酬 ETF證券投資信託基金,NTD,國泰證券投資信託,Current,2018/05/04,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00733 富邦臺灣中小,TW0000073303,72960132,富邦臺灣中小A級動能50 ETF證券投資信託基金,NTD,富邦證券投資信託,Current,2018/05/04,,"國內募集,投資國內",開放,國內指數-一般ETF,ETF,
00734B 台新JPM新興債,TW00000734B3,72959748,台新摩根大通新興市場投資等級美元債券 ETF證券投資信託基金,NTD,台新證券投資信託,Current,2018/05/18,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00735 國泰臺韓科技,TW0000073501,72962758,國泰趨勢 ETF傘型證券投資信託基金之臺韓科技證券投資信託基金,NTD,國泰證券投資信託,Current,2018/05/29,,"國內募集,投資國內外",開放,跨國-產業指數,ETF,
00736 國泰富時新興市場,TW0000073600,72962770,國泰趨勢 ETF傘型證券投資信託基金之富時新興市場證券投資信託基金,NTD,國泰證券投資信託,Current,2018/05/29,,"國內募集,投資國內外",開放,跨國-區域一般ETF,ETF,
00737 國泰AI+Robo,TW0000073709,72962743,國泰趨勢 ETF傘型證券投資信託基金之納斯達克全球人工智慧及機器人證券投資信託基金,NTD,國泰證券投資信託,Current,2018/05/29,,"國內募集,投資國內外",開放,跨國-產業指數,ETF,
00738U 元大道瓊白銀,TW00000738U4,72962639,元大道瓊白銀 ER指數股票型期貨信託基金,NTD,元大證券投資信託,Current,2018/05/23,,"國內募集,投資國內外",開放,,ETF,
00739 元大MSCI A股,TW0000073907,72963026,元大MSCI中國A股國際通ETF證券投資信託基金,NTD,元大證券投資信託,Current,2018/06/19,,"國內募集,投資國內外",開放,跨國-中國一般ETF,ETF,
00740B 富邦全球投等債,TW00000740B0,72963546,富邦全方位入息 ETF傘型證券投資信託基金之富邦彭博巴克萊10年期(以上) BBB美元息收公司債證券投資信託基金,NTD,富邦證券投資信託,Current,2018/05/30,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00741B 富邦全球高收債,TW00000741B8,72963525,富邦全方位入息ETF傘型證券投資信託基金之富邦彭博巴克萊優選1-5年高收益債券ETF證券投資信託基金,NTD,富邦證券投資信託,Current,2018/05/30,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00742 新光內需收益,TW0000074202,72964067,新光特選內需收益ETF證券投資信託基金,NTD,新光證券投資信託,Current,2018/06/12,,"國內募集,投資國內",開放,國內指數-一般ETF,ETF,
00743 國泰中國A150,TW0000074301,72969582,國泰新中國傘型證券投資信託基金之富時中國 A150ETF證券投資信託基金,NTD,國泰證券投資信託,Current,2018/07/25,,"國內募集,投資國內外",開放,跨國-中國一般ETF,ETF,
00744B 國泰中國政金債5+,TW00000744B2,72969605,國泰富時中國5年期以上政策金融債券ETF證券投資信託基金,NTD,國泰證券投資信託,Current,2018/07/25,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00745B 富邦中政債0-1,TW00000745B9,73626473,富邦中國政策金融債券0-1年ETF證券投資信託基金,NTD,富邦證券投資信託,Current,2018/08/01,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00746B 富邦 A級公司債,TW00000746B7,73626500,富邦彭博巴克萊9-35年A級美元息收公司債券ETF證券投資信託基金,NTD,富邦證券投資信託,Current,2018/08/01,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00747B FH中國政策債,TW00000747B5,73634804,復華中國5年期以上政策性金融債券ETF證券投資信託基金,NTD,復華證券投資信託,Current,2018/08/23,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00748B 凱基中國債3-10,TW00000748B3,73658896,凱基 3至10年期中國政策金融債券ETF證券投資信託基金,NTD,凱基證券投資信託,Current,2018/09/05,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00749B 凱基新興債10+,TW00000749B1,73658930,凱基10年期以上新興市場BBB美元主權債及類主權債券ETF證券投資信託基金,NTD,凱基證券投資信託,Current,2018/09/05,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00750B 凱基科技債10+,TW00000750B9,73658988,凱基10年期以上科技業公司債券ETF證券投資信託基金,NTD,凱基證券投資信託,Current,2018/09/05,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00751B 元大AAA至A公司債,TW00000751B7,73656187,元大20年期以上AAA至A級美元公司債券 ETF證券投資信託基金,NTD,元大證券投資信託,Current,2018/09/20,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00752 中信中國50,TW0000075209,73680588,中國信託MSCI中國外資自由投資50不含A及B股ETF證券投資信託基金,NTD,中國信託證券投資信託,Current,2018/10/24,,"國內募集,投資國內外",開放,跨國-中國一般ETF,ETF,
00753L 中信中國50正2,TW00000753L2,73680567,中國信託MSCI中國外資自由投資50不含A及B股單日正向2倍ETF證券投資信託基金,NTD,中國信託證券投資信託,Current,2018/10/24,,"國內募集,投資國內外",開放,跨國-中國二倍ETF,ETF,
00754B 群益AAA-AA公司債,TW00000754B1,73682050,群益15年期以上高評等公司債ETF證券投資信託基金,NTD,群益證券投資信託,Current,2018/10/15,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00755B 群益15年IG公用債,TW00000755B8,73682045,群益15年期以上公用事業公司債ETF證券投資信託基金,NTD,群益證券投資信託,Current,2018/10/15,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00756B 群益15年EM主權債,TW00000756B6,73682158,群益15年期以上新興市場主權債ETF證券投資信託基金,NTD,群益證券投資信託,Current,2018/10/15,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00757 統一FANG+,TW0000075704,73692389,統一NYSE FANG+ ETF證券投資信託基金,NTD,統一證券投資信託,Current,2018/11/27,,"國內募集,投資國內外",開放,跨國-產業指數,ETF,
00758B FH能源債,TW00000758B2,73688977,復華15年期以上能源業債券 ETF證券投資信託基金,NTD,復華證券投資信託,Current,2018/11/02,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00759B FH製藥債,TW00000759B0,73688934,復華15年期以上製藥業債券 ETF證券投資信託基金,NTD,復華證券投資信託,Current,2018/11/02,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00760B FH新興企業債,TW00000760B8,73689048,復華新興市場企業債券 ETF證券投資信託基金,NTD,復華證券投資信託,Current,2018/11/02,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00761B 國泰 A級公司債,TW00000761B6,73701726,國泰彭博巴克萊10年期以上A等級美元公司債ETF證券投資信託基金,NTD,國泰證券投資信託,Current,2018/11/20,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00762 元大全球AI,TW0000076207,73694555,元大全球人工智慧 ETF證券投資信託基金,NTD,元大證券投資信託,Current,2019/01/16,,"國內募集,投資國內外",開放,跨國-產業指數,ETF,
00763U 國票道瓊銅,TW00000763U2,73710513,國票華頓道瓊銅ER指數股票型期貨證券投資信託基金,NTD,國票華頓證券投資信託,Current,2018/12/12,,"國內募集,投資國內外",開放,,ETF,
00764B 群益25年美債,TW00000764B0,73709430,群益25年期以上美國政府債券ETF證券投資信託基金,NTD,群益證券投資信託,Current,2018/12/05,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00765B 群益中國政金債,TW00000765B7,73709207,群益10年期以下中國政策性金融債券ETF證券投資信託基金,NTD,群益證券投資信託,Current,2018/12/05,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00766L 台新MSCI中國正2,TW00000766L4,74420409,台新MSCI中國外資自由投資單日正向2倍ETF證券投資信託基金,NTD,台新證券投資信託,Current,2019/01/16,,"國內募集,投資國內外",開放,跨國-中國二倍ETF,ETF,
00767 FH美國金融股,TW0000076702,74423503,復華多元資產傘型證券投資信託基金之復華美國金融服務業股票 ETF證券投資信託基金,NTD,復華證券投資信託,Current,2019/01/15,,"國內募集,投資國內外",開放,跨國-產業指數,ETF,
00768B FH20年美債,TW00000768B1,74424708,復華美國20年期以上公債ETF證券投資信託基金,NTD,復華證券投資信託,Current,2019/01/15,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00769B FH中國信用債,TW00000769B9,74425045,復華中國特選信用債券 ETF證券投資信託基金,NTD,復華證券投資信託,Current,2019/01/15,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00770 國泰北美科技,TW0000077007,74702435,國泰標普北美科技 ETF證券投資信託基金,NTD,國泰證券投資信託,Current,2019/01/22,,"國內募集,投資國內外",開放,跨國-產業指數,ETF,
00771 元大US高息特別股,TW0000077106,74705236,元大標普美國高息特別股 ETF證券投資信託基金,NTD,元大證券投資信託,Current,2019/04/25,,"國內募集,投資國內外",開放,美國ETF,ETF,
00772B 中信高評級公司債,TW00000772B3,74707446,中國信託彭博巴克萊10年期以上高評級美元公司債券 ETF證券投資信託基金,NTD,中國信託證券投資信託,Current,2019/01/19,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
00773B 中信優先金融債,TW00000773B1,74707494,中國信託彭博巴克萊10年期以上優先順位金融債券 ETF證券投資信託基金,NTD,中國信託證券投資信託,Current,2019/01/19,,"國內募集,投資國內外",開放,債券-一般ETF,ETF,
